case_id,amount_due,days_overdue,monthly_income,monthly_expense,payment_history_score,missed_payments,previous_recovery_rate,contact_success_rate,last_payment_days_ago,account_age_days,reminders_received,digital_engagement,hardship_flag,recovered,recovery_days
15790,1184.87,54,33652.45,21868.7,55.24,3,0.006,0.104,58,2421,2,0.602,0,0,
15791,7739.44,25,30320.05,26312.23,49.06,2,0.245,0.619,54,2182,5,0.554,0,0,
15792,1144.73,127,38204.32,34525.45,60.92,0,0.517,0.856,55,609,3,0.818,0,0,
15793,467.24,105,41610.94,28355.02,52.27,3,0.393,0.117,88,1389,0,0.316,0,0,
15794,4906.37,83,128190.92,112002.04,69.39,0,0.626,0.201,11,1834,2,0.585,0,0,
15795,2337.67,153,21602.44,15833.35,22.91,1,0.01,0.689,104,1227,7,0.685,1,0,
15796,2504.58,180,18880.09,10151.5,57.09,2,0.736,0.368,116,1207,2,0.969,0,0,
15797,2317.86,143,27062.3,24387.3,74.37,1,0.066,0.531,90,2477,4,0.563,1,0,
15798,3587.95,46,7963.22,5508.95,97.13,2,0.587,0.777,114,2134,3,0.735,0,0,
15799,1632.43,56,14099.85,4983.55,30.4,0,0.688,0.898,153,1988,6,0.673,0,1,28.0
15800,9709.81,114,18715.33,9201.23,38.75,1,0.319,0.187,172,740,3,0.65,0,0,
15801,915.08,26,64000.2,28406.46,37.6,5,0.567,0.335,144,2461,6,0.569,0,0,
15802,4255.21,110,18474.48,11224.91,87.9,3,0.142,0.745,54,2195,0,0.682,0,1,27.0
15803,4982.55,148,15543.95,10913.44,68.95,1,0.996,0.627,35,693,4,0.271,0,0,
15804,1623.4,153,23812.03,9557.35,39.39,0,0.169,0.619,173,2459,5,0.055,0,0,
15805,1314.24,21,44348.24,40041.04,60.32,3,0.886,0.625,153,2024,7,0.844,0,0,
15806,6726.02,162,28106.27,26039.84,92.06,0,0.025,0.868,113,280,4,0.039,0,0,
15807,1349.26,102,30613.64,13637.32,67.09,3,0.12,0.382,151,2234,2,0.867,0,0,
15808,1834.76,105,27254.58,13480.03,36.89,5,0.951,0.755,18,1169,6,0.029,0,1,12.0
15809,6062.32,25,18731.44,11702.51,88.57,4,0.159,0.826,19,1561,4,0.027,0,1,13.0
15810,3064.97,157,22878.11,13809.59,51.34,5,0.212,0.242,119,550,7,0.227,0,0,
15811,707.89,32,24129.58,19829.79,30.77,0,0.85,0.96,4,1348,7,0.893,0,1,23.0
15812,12059.97,111,49857.97,46189.06,96.43,1,0.719,0.443,70,1813,4,0.38,0,1,3.0
15813,1950.79,129,20742.93,16528.02,37.42,2,0.659,0.569,79,1209,5,0.724,0,0,
15814,2159.85,163,60483.4,27516.75,95.58,3,0.787,0.98,160,168,3,0.453,0,0,
15815,3657.84,16,51113.01,42499.11,79.73,1,0.208,0.41,3,2015,3,0.45,0,0,
15816,4915.07,32,16612.25,14264.76,79.09,3,0.874,0.489,143,1787,6,0.125,0,0,
15817,14312.43,133,44044.7,34470.1,25.27,0,0.441,0.305,117,1839,1,0.569,0,0,
15818,789.93,10,37337.88,31734.34,78.64,1,0.954,0.086,170,1925,3,0.617,1,0,
15819,5771.93,107,71705.8,43669.09,24.83,0,0.756,0.037,56,812,4,0.779,0,0,
15820,5401.37,72,24130.14,10791.59,57.58,1,0.589,0.639,164,109,2,0.244,0,1,10.0
15821,2671.16,79,50365.85,45621.28,49.62,2,0.948,0.155,66,1594,0,0.443,0,0,
15822,5596.07,20,54069.9,35479.17,61.18,0,0.26,0.168,155,2190,5,0.529,0,1,17.0
15823,6294.42,89,15175.55,8414.01,61.89,1,0.327,0.036,10,1535,0,0.128,1,0,
15824,986.76,140,69884.48,32354.76,40.98,1,0.542,0.486,109,1510,5,0.881,0,0,
15825,12086.12,90,25153.51,13906.81,21.19,1,0.479,0.976,26,691,0,0.318,0,0,
15826,856.62,154,45914.6,42096.2,20.65,2,0.271,0.846,142,1186,4,0.236,0,0,
15827,1202.01,74,32521.89,19189.95,77.67,0,0.588,0.761,115,2194,5,0.452,1,0,
15828,2417.69,61,33000.9,24786.87,61.62,2,0.361,0.971,12,187,3,0.487,0,0,
15829,13904.29,143,24276.18,15089.05,78.57,2,0.833,0.099,167,189,1,0.872,0,0,
15830,2329.47,5,26992.53,23986.87,24.09,2,0.757,0.154,44,242,0,0.666,0,0,
15831,2905.77,160,45469.62,39276.93,32.75,2,0.805,0.357,44,1759,7,0.377,0,0,
15832,9373.7,96,73769.43,39174.82,70.72,3,0.182,0.184,39,1548,2,0.377,0,0,
15833,2344.31,150,19754.86,12626.72,94.21,2,0.723,0.596,156,1789,4,0.255,0,0,
15834,1161.25,22,27841.07,18357.36,67.46,1,0.416,0.93,8,221,7,0.691,1,1,21.0
15835,2134.98,12,41387.04,38656.6,47.81,2,0.57,0.452,103,2270,1,0.257,0,0,
15836,8925.2,64,40303.97,37413.89,88.8,2,0.656,0.831,54,832,4,0.279,0,0,
15837,3154.84,75,46652.78,23512.06,76.76,2,0.487,0.577,42,903,3,0.093,0,0,
15838,13968.03,88,64906.03,38278.68,50.5,2,0.876,0.71,70,812,2,0.026,0,0,
15839,5379.49,109,15407.78,5861.5,41.8,3,0.557,0.081,139,729,0,0.163,0,0,
15840,1779.62,16,27295.93,20085.71,53.39,3,0.282,0.202,3,2019,4,0.2,0,1,15.0
15841,3105.29,51,61217.14,31837.58,98.34,6,0.446,0.14,157,1677,0,0.267,1,0,
15842,1506.32,32,33206.43,23286.38,51.21,0,0.455,0.671,167,2186,2,0.173,0,0,
15843,1746.3,115,20434.08,17246.27,30.26,1,0.07,0.893,76,1541,4,0.183,0,0,
15844,107287.5,126,19289.72,7318.9,98.47,2,0.468,0.408,135,1057,0,0.561,0,1,30.0
15845,6733.83,131,36087.88,20582.15,33.6,5,0.74,0.211,8,1841,7,0.583,1,0,
15846,5936.52,115,29532.53,13812.24,72.48,1,0.344,0.852,51,2161,2,0.053,1,0,
15847,1810.68,141,106785.99,62967.79,40.36,2,0.797,0.943,138,1753,5,0.858,0,0,
15848,10463.7,92,33574.76,20841.28,76.02,2,0.801,0.012,168,402,1,0.1,1,0,
15849,7183.43,58,24788.37,22394.67,38.21,2,0.106,0.813,25,347,5,0.146,0,0,
15850,13430.68,45,67796.99,35677.35,25.85,4,0.396,0.848,43,1276,0,0.701,0,0,
15851,12919.48,24,34906.97,15163.32,33.05,3,0.312,0.213,180,1793,7,0.775,0,0,
15852,912.99,179,53499.77,23165.91,95.12,0,0.017,0.895,97,1766,6,0.864,0,0,
15853,1226.76,13,93063.68,75103.01,39.84,0,0.974,0.391,41,2479,7,0.357,1,1,8.0
15854,1335.38,152,76033.56,47840.92,41.45,1,0.756,0.885,162,994,2,0.195,0,1,16.0
15855,1400.87,5,43754.53,40569.38,62.98,1,0.508,0.641,173,2447,5,0.467,0,0,
15856,3861.31,81,52243.28,31880.64,58.77,2,0.857,0.04,83,1822,6,0.427,1,0,
15857,1894.21,178,71208.77,66570.7,74.68,2,0.313,0.999,139,1337,1,0.731,0,0,
15858,15647.69,119,22512.36,15988.23,93.7,0,0.174,0.783,172,2170,4,0.367,0,0,
15859,13680.73,177,18905.25,16331.13,49.68,0,0.655,0.249,12,578,7,0.149,0,1,9.0
15860,2965.59,146,99397.99,73178.11,80.6,2,0.825,0.007,73,2398,7,0.826,0,0,
15861,14246.42,33,19425.48,10926.88,65.89,1,0.113,0.573,1,441,4,0.403,0,0,
15862,9803.63,159,112889.65,43181.89,29.4,2,0.762,0.643,40,1744,7,0.16,0,0,
15863,2078.57,162,25658.13,10144.46,91.99,4,0.25,0.513,17,1822,5,0.56,0,0,
15864,597.42,94,23121.92,11448.73,43.2,1,0.55,0.28,29,569,0,0.262,0,0,
15865,2503.95,96,54005.09,34245.76,71.06,2,0.735,0.334,72,1020,6,0.851,0,1,29.0
15866,1779.88,31,16270.7,10511.64,80.5,3,0.406,0.652,166,256,3,0.06,0,0,
15867,3516.44,99,131377.06,95837.16,75.18,1,0.045,0.465,20,589,5,0.12,0,0,
15868,3201.53,79,95037.37,47177.35,57.28,0,0.517,0.481,16,570,0,0.736,0,0,
15869,3135.09,27,78432.6,59455.14,83.73,3,0.422,0.019,157,1838,7,0.926,0,1,19.0
15870,4532.13,27,16937.25,15512.09,85.8,1,0.501,0.264,22,2134,3,0.353,0,1,24.0
15871,1130.01,119,69386.32,56362.3,95.02,1,0.853,0.637,129,1735,0,0.519,0,0,
15872,4142.64,129,65820.62,57975.42,74.66,4,0.907,0.905,67,2304,1,0.384,0,0,
15873,2097.09,76,39462.7,25685.47,23.54,0,0.424,0.369,59,1742,7,0.392,1,0,
15874,3498.14,151,55304.7,42212.59,33.95,0,0.737,0.905,141,1026,6,0.363,0,0,
15875,6412.01,98,49450.8,37140.02,92.67,2,0.039,0.089,58,233,5,0.406,0,0,
15876,1119.32,52,19817.79,15891.76,98.02,1,0.742,0.653,132,1012,7,0.571,0,0,
15877,2380.26,87,29188.16,12913.37,29.86,3,0.896,0.87,126,138,0,0.067,0,1,1.0
15878,2711.27,179,31233.11,17161.71,87.14,2,0.23,0.905,121,1546,4,0.246,0,0,
15879,1975.52,123,17009.15,9490.93,33.32,4,0.963,0.284,109,1345,5,0.55,1,0,
15880,6123.34,77,52934.95,19755.97,51.09,5,0.416,0.729,59,1190,6,0.234,0,0,
15881,1675.2,28,63877.65,37277.99,85.95,1,0.808,0.851,39,297,7,0.334,1,1,11.0
15882,1911.57,24,45545.1,16952.2,97.37,4,0.388,0.892,123,2054,5,0.836,0,0,
15883,1689.29,22,92672.46,51428.11,27.63,2,0.417,0.044,70,1870,3,0.755,0,1,20.0
15884,7141.26,168,43224.45,18390.51,26.84,0,0.957,0.849,8,1851,1,0.686,0,1,28.0
15885,2010.31,136,36695.89,13583.47,43.43,1,0.053,0.703,76,1256,1,0.559,0,1,6.0
15886,4307.17,96,27554.71,20769.69,84.25,3,0.958,0.424,116,2134,6,0.409,1,0,
15887,14480.59,12,41695.45,16699.68,52.14,3,0.334,0.99,143,1821,5,0.277,0,0,
15888,2807.77,177,9437.28,7342.08,81.01,2,0.505,0.32,86,2016,0,0.469,1,0,
15889,7256.47,104,87702.12,71806.5,69.21,4,0.814,0.63,178,345,0,0.5,0,0,
15890,11351.25,149,44184.51,41107.9,85.82,1,0.499,0.693,90,1231,4,0.59,0,0,
15891,6780.14,128,64011.61,23151.67,63.58,1,0.34,0.157,51,713,6,0.331,0,0,
15892,2941.16,67,64416.53,32441.66,23.21,1,0.009,0.513,96,122,2,0.234,1,0,
15893,4982.5,167,52481.79,37173.72,73.37,1,0.496,0.008,145,983,3,0.245,1,0,
15894,1064.33,109,21795.0,8255.66,94.0,2,0.205,0.432,60,1035,3,0.996,0,0,
15895,1597.13,62,6766.49,4282.9,84.75,2,0.244,0.435,161,417,7,0.997,0,1,14.0
15896,1837.68,82,108170.18,97809.3,94.95,2,0.19,0.08,126,1187,3,0.599,0,0,
15897,17898.81,58,36647.39,34802.62,21.09,0,0.907,0.791,175,1551,1,0.202,0,0,
15898,1556.09,164,30668.27,26994.16,88.36,4,0.93,0.9,24,1194,3,0.009,0,0,
15899,1537.66,173,31828.48,27497.67,84.46,1,0.995,0.017,79,1460,3,0.116,1,0,
15900,1293.18,128,28830.31,24446.95,55.27,3,0.88,0.58,76,1718,1,0.077,1,0,
15901,4665.03,79,36040.29,33025.11,28.48,2,0.104,0.431,12,1991,7,0.291,0,0,
15902,3341.24,15,34976.39,21507.95,68.17,2,0.09,0.306,62,1697,7,0.906,0,1,2.0
15903,7111.06,62,38500.43,32541.64,22.73,1,0.39,0.442,112,1948,3,0.627,0,0,
15904,5100.06,166,32160.99,21157.2,92.4,0,0.111,0.912,72,2377,7,0.476,0,1,21.0
15905,988.01,64,56632.8,40765.52,61.84,3,0.185,0.064,173,2182,0,0.655,0,0,
15906,1562.71,108,52222.55,20274.23,64.97,3,0.981,0.433,18,1337,5,0.285,0,1,1.0
15907,8886.27,125,27798.72,11346.07,69.15,3,0.422,0.248,65,978,5,0.724,0,0,
15908,2533.51,116,40015.37,19930.62,75.91,2,0.983,0.173,20,1077,3,0.034,0,0,
15909,7708.46,88,20289.78,16713.54,23.97,2,0.63,0.491,172,2306,1,0.958,0,0,
15910,2644.55,137,49604.77,24061.82,60.91,3,0.924,0.827,28,545,0,0.64,0,0,
15911,1374.54,153,84526.2,67832.0,33.96,2,0.596,0.776,100,660,1,0.592,0,0,
15912,2338.8,78,56485.78,38377.99,76.98,2,0.385,0.734,18,1775,4,0.419,0,1,14.0
15913,1374.11,148,34864.21,31658.54,83.9,0,0.262,0.788,48,1982,3,0.778,0,1,12.0
15914,1896.11,28,22399.66,14472.76,66.89,1,0.746,0.067,176,1609,0,0.184,1,0,
15915,3500.78,49,51140.9,30287.62,71.69,3,0.755,0.074,80,840,4,0.103,0,0,
15916,4488.55,34,26979.6,10252.01,74.33,2,0.441,0.456,45,1358,6,0.149,0,1,2.0
15917,835.35,20,36839.69,25803.22,47.23,0,0.224,0.306,54,2088,4,0.121,0,1,11.0
15918,2939.83,107,53282.08,23334.39,45.49,3,0.915,0.959,35,1977,5,0.196,0,0,
15919,1864.42,102,24308.33,18922.24,91.23,1,0.487,0.312,19,2199,3,0.103,0,1,13.0
15920,1774.49,22,38267.58,27662.37,79.61,0,0.428,0.439,109,1418,2,0.107,0,0,
15921,3314.78,172,21612.88,18454.48,58.67,4,0.942,0.918,12,1831,5,0.57,0,0,
15922,1919.15,47,30890.43,13379.5,79.69,2,0.331,0.126,142,1536,6,0.056,0,0,
15923,9006.58,25,29042.21,22144.8,65.76,1,0.88,0.657,4,520,4,0.385,0,1,4.0
15924,7711.36,150,67028.96,48726.76,30.26,7,0.337,0.252,16,2148,0,0.742,0,0,
15925,7673.0,102,40478.18,34499.34,37.52,2,0.478,0.054,161,1562,2,0.213,0,0,
15926,2006.35,61,26086.22,14849.1,85.48,3,0.309,0.329,140,2467,5,0.535,1,0,
15927,1380.22,180,29589.67,24167.53,69.43,0,0.322,0.95,131,2282,1,0.504,0,0,
15928,3183.14,119,60699.42,53097.32,31.53,2,0.46,0.146,22,1896,5,0.559,0,0,
15929,2643.14,148,16647.24,8275.42,54.7,3,0.596,0.413,144,741,1,0.203,0,0,
15930,1831.59,20,24308.61,8870.52,42.97,4,0.493,0.635,99,2471,4,0.689,0,0,
15931,1163.76,105,21605.98,12919.07,64.23,0,0.25,0.784,55,1286,0,0.241,0,1,17.0
15932,2883.57,106,39662.78,27638.97,90.38,2,0.221,0.33,83,1112,7,0.927,1,0,
15933,2157.58,102,38853.65,20183.92,27.65,0,0.977,0.276,146,1384,0,0.767,0,0,
15934,5170.26,173,33857.04,14640.84,76.79,0,0.112,0.293,63,2244,5,0.656,0,0,
15935,5075.02,37,35068.96,16156.6,48.96,0,0.541,0.672,151,379,3,0.238,0,0,
15936,7191.39,143,18649.65,14179.91,54.63,2,0.492,0.386,137,277,1,0.436,0,0,
15937,1088.51,76,22857.59,10757.23,33.11,1,0.535,0.959,49,359,2,0.202,0,1,27.0
15938,4108.64,137,48836.75,40078.74,91.1,1,0.188,0.942,29,2351,6,0.971,0,1,2.0
15939,1665.74,101,17570.11,10725.21,78.45,2,0.231,0.933,24,1967,3,0.079,0,0,
15940,1122.9,172,31915.56,29398.81,36.66,1,0.84,0.814,155,2008,5,0.65,0,0,
15941,2115.65,143,58888.82,35382.11,29.86,1,0.75,0.144,15,908,4,0.439,0,1,12.0
15942,7009.1,44,40547.26,29760.02,63.22,1,0.895,0.37,40,1604,4,0.646,1,0,
15943,2213.09,120,25901.05,9243.89,64.53,3,0.431,0.308,118,2439,1,0.741,1,0,
15944,10429.19,118,52188.1,26077.87,78.41,1,0.737,0.567,7,230,4,0.68,1,0,
15945,4624.4,86,25393.7,19377.83,24.8,1,0.49,0.927,172,323,6,0.667,0,0,
15946,2174.88,140,37441.82,33108.0,51.08,1,0.343,0.081,56,1815,5,0.533,1,0,
15947,7540.46,155,24697.06,21932.53,78.6,1,0.281,0.657,158,374,5,0.81,1,0,
15948,4256.99,147,17325.2,8663.84,91.53,1,0.436,0.488,5,168,4,0.476,0,0,
15949,1413.68,153,34293.69,24334.96,31.97,1,0.435,0.075,148,1203,3,0.589,0,0,
15950,13187.73,108,66620.47,25366.17,61.48,2,0.246,0.564,66,939,7,0.427,1,0,
15951,3668.66,140,64381.56,47364.98,57.61,2,0.83,0.166,151,585,1,0.624,0,0,
15952,3026.12,50,52548.42,20498.37,84.33,3,0.208,0.736,43,854,7,0.288,1,0,
15953,1503.53,72,52074.75,28647.82,56.46,1,0.316,0.15,31,2175,3,0.878,0,0,
15954,7658.95,139,53181.6,49026.05,69.27,1,0.705,0.73,74,1528,4,0.401,1,1,29.0
15955,4508.95,103,32869.24,17465.21,28.53,3,0.021,0.585,50,2326,2,0.394,0,0,
15956,4931.46,83,19513.29,17346.29,29.62,1,0.685,0.659,45,561,1,0.073,1,0,
15957,1986.19,23,39517.95,36761.87,45.22,3,0.803,0.284,79,458,2,0.077,0,0,
15958,5809.68,88,58155.99,53187.01,37.51,3,0.571,0.585,84,1364,0,0.802,0,0,
15959,6182.33,143,55954.1,24913.07,45.38,5,0.971,0.944,47,1130,3,0.613,1,0,
15960,1745.82,63,40869.83,28493.63,36.78,1,0.065,0.243,125,995,4,0.096,0,0,
15961,959.5,148,43046.66,24599.49,33.81,3,0.222,0.765,178,708,1,0.071,1,0,
15962,4746.19,89,18050.02,6789.97,42.84,1,0.953,0.94,87,795,7,0.809,0,1,8.0
15963,846.68,10,79230.1,53489.45,97.03,3,0.06,0.002,137,1898,6,0.895,1,0,
15964,3366.45,112,34310.18,28147.57,50.69,1,0.82,0.684,27,1045,2,0.314,1,0,
15965,2084.33,175,12660.48,11288.03,78.68,3,0.42,0.571,106,1795,0,0.569,0,0,
15966,7902.48,118,33914.41,22811.49,71.81,2,0.845,0.861,134,2416,3,0.011,0,0,
15967,2177.05,49,37795.3,28953.66,27.48,1,0.469,0.292,157,1993,1,0.387,0,0,
15968,7228.73,49,47496.98,21168.85,95.37,0,0.263,0.939,154,1048,4,0.302,0,1,6.0
15969,1975.61,76,35026.03,15566.8,20.52,0,0.625,0.692,119,1092,3,0.483,0,1,15.0
15970,6634.2,33,27212.27,22120.94,52.24,1,0.69,0.797,50,1345,4,0.393,0,0,
15971,15495.01,87,27868.47,13585.89,55.31,0,0.966,0.308,113,2267,6,0.161,0,0,
15972,1268.46,78,36347.64,25990.18,94.71,2,0.018,0.05,141,1288,2,0.066,1,0,
15973,3765.47,23,33144.99,25769.24,43.35,1,0.056,0.016,178,2015,3,0.132,1,0,
15974,26876.99,37,98381.2,67454.01,81.87,2,0.845,0.646,72,2456,6,0.522,0,1,13.0
15975,3144.06,22,30834.52,29205.43,69.68,1,0.561,0.294,52,396,4,0.89,1,0,
15976,3132.01,130,24724.69,18653.78,65.03,1,0.951,0.612,170,2054,5,0.275,0,0,
15977,5601.55,148,62490.79,52534.01,88.55,1,0.565,0.203,53,876,2,0.247,0,0,
15978,3080.55,5,36352.12,14916.78,96.69,0,0.182,0.858,146,766,6,0.33,0,1,17.0
15979,760.68,3,57259.89,38272.42,63.57,1,0.576,0.857,61,1039,0,0.51,0,0,
15980,7374.84,82,34766.23,31501.51,84.26,2,0.714,0.344,134,714,7,0.017,1,0,
15981,600.43,12,51969.02,40176.06,74.11,1,0.533,0.614,158,608,4,0.462,1,0,
15982,2135.74,160,68272.65,41654.94,22.41,3,0.754,0.88,42,270,0,0.185,0,0,
15983,7831.74,70,74114.99,46906.96,64.03,1,0.534,0.562,130,299,7,0.828,1,1,12.0
15984,2241.2,40,53142.81,30628.43,59.66,2,0.563,0.289,101,1877,0,0.602,0,0,
15985,1711.36,101,12866.16,4979.6,34.61,2,0.099,0.014,152,2151,7,0.066,1,0,
15986,6023.42,134,17038.43,9841.35,71.18,1,0.535,0.769,24,1870,4,0.9,1,0,
15987,1508.86,63,42225.32,35631.17,65.35,3,0.373,0.06,175,1087,0,0.801,0,0,
15988,1121.27,153,17514.32,10202.24,98.86,1,0.967,0.67,100,371,4,0.614,0,1,30.0
15989,3713.06,91,21113.88,18006.91,83.18,5,0.599,0.383,149,224,4,0.966,0,0,
15990,2575.15,83,56929.76,26611.71,65.01,5,0.84,0.285,145,1374,5,0.671,0,0,
15991,1102.2,50,26057.05,9816.14,22.0,2,0.225,0.865,129,1351,1,0.124,0,0,
15992,4961.99,168,27331.45,16565.73,60.8,1,0.535,0.731,9,1207,1,0.106,1,0,
15993,4322.5,1,29801.77,17862.93,23.04,1,0.477,0.616,20,178,4,0.41,0,0,
15994,2235.45,174,66615.42,54771.32,28.83,1,0.583,0.074,63,655,2,0.537,0,0,
15995,2361.22,73,68276.23,59318.2,28.58,4,0.941,0.656,4,1262,3,0.464,1,0,
15996,4342.97,167,116826.83,44138.93,85.28,2,0.233,0.59,13,477,7,0.886,0,0,
15997,7725.56,138,55718.28,41806.25,66.86,4,0.925,0.063,46,1206,6,0.487,0,0,
15998,2377.41,113,79930.68,28300.9,68.35,1,0.893,0.63,176,1136,0,0.872,0,1,28.0
15999,5032.9,49,25531.12,19222.78,82.03,3,0.062,0.949,51,1803,0,0.721,1,0,
16000,4685.18,14,17957.02,13971.25,98.03,1,0.575,0.098,179,1187,3,0.406,0,0,
16001,6023.63,46,49156.96,31087.65,50.88,3,0.1,0.106,10,437,2,0.342,0,0,
16002,3076.19,40,32990.9,13507.4,76.77,1,0.168,0.563,61,733,5,0.954,0,0,
16003,1436.75,114,83633.38,52792.25,80.56,2,0.35,0.325,54,134,4,0.097,0,0,
16004,2059.05,147,29981.02,21914.84,56.45,2,0.645,0.449,146,785,4,0.406,0,1,28.0
16005,3921.71,17,26733.64,22068.98,56.47,2,0.198,0.586,53,2013,1,0.871,0,1,6.0
16006,12768.95,174,31319.39,25370.33,35.14,0,0.814,0.707,58,785,5,0.141,0,0,
16007,2023.91,114,35556.65,30372.58,45.4,1,0.984,0.704,8,515,7,0.193,1,0,
16008,5675.02,70,36910.59,18669.22,40.04,1,0.538,0.965,87,97,5,0.161,0,1,28.0
16009,2292.86,38,39150.76,28595.01,86.64,2,0.465,0.944,79,2079,0,0.897,1,0,
16010,3256.39,102,71207.95,37227.94,97.95,1,0.613,0.444,165,499,2,0.366,1,0,
16011,10019.79,103,20421.0,11046.35,82.66,2,0.476,0.987,76,1381,4,0.549,0,1,19.0
16012,5494.12,125,56530.57,37128.23,93.68,2,0.398,0.91,40,1896,1,0.318,0,0,
16013,1104.29,145,51514.64,24906.59,53.09,1,0.357,0.478,120,1105,1,0.065,0,0,
16014,1885.64,73,42590.37,26122.2,66.59,2,0.291,0.368,83,2243,0,0.996,0,0,
16015,8143.51,125,45446.68,25236.84,25.34,2,0.532,0.435,115,1355,4,0.189,1,0,
16016,3339.25,11,29025.38,12544.78,88.84,0,0.504,0.506,7,2413,1,0.714,0,1,2.0
16017,1189.07,53,18102.92,8722.85,71.75,0,0.065,0.223,77,2024,7,0.378,0,0,
16018,1548.18,120,43964.03,32957.23,79.94,0,0.426,0.169,140,1381,0,0.552,1,0,
16019,5233.29,146,28621.99,13210.81,26.26,2,0.736,0.794,108,1818,3,0.8,0,0,
16020,6604.64,109,48551.27,28352.76,48.44,1,0.506,0.374,89,2476,3,0.001,1,0,
16021,3023.84,135,30949.51,24062.29,64.72,3,0.394,0.343,112,1781,1,0.377,0,0,
16022,21595.73,163,55656.94,32068.35,59.28,3,0.388,0.518,124,965,4,0.892,0,0,
16023,5763.62,172,61717.12,29038.82,78.3,1,0.132,0.525,148,1106,7,0.445,0,0,
16024,2453.36,71,57622.53,39455.55,58.12,1,0.958,0.502,81,872,1,0.033,0,1,23.0
16025,1552.21,39,67948.34,51585.33,94.2,3,0.771,0.055,111,227,0,0.227,0,0,
16026,1366.62,11,36069.17,27623.86,70.21,0,0.732,0.89,12,2256,6,0.014,0,1,4.0
16027,3898.46,125,59908.18,55470.95,56.73,0,0.693,0.416,117,1551,1,0.559,0,1,26.0
16028,2016.22,10,30188.56,10795.8,94.36,2,0.996,0.442,47,883,6,0.168,0,1,10.0
16029,11372.97,128,27654.73,24447.72,62.51,1,0.388,0.761,145,1823,6,0.948,0,0,
16030,9633.96,98,37854.06,21550.53,82.68,2,0.047,0.634,106,1488,7,0.941,0,0,
16031,4946.59,88,69989.39,59639.84,64.44,3,0.562,0.161,83,1530,2,0.154,0,1,15.0
16032,1160.73,76,32816.36,29854.06,99.52,3,0.776,0.819,86,974,4,0.842,0,0,
16033,1741.02,137,57053.06,37482.24,40.33,0,0.189,0.421,153,520,6,0.826,0,0,
16034,8139.97,102,22016.63,17638.42,34.18,1,0.214,0.88,149,1834,1,0.883,0,0,
16035,1899.88,110,14221.81,11233.98,92.14,1,0.73,0.857,52,322,1,0.647,0,1,7.0
16036,7315.23,8,28509.54,14094.43,64.98,1,0.085,0.687,91,301,2,0.911,0,0,
16037,4357.63,176,35395.77,12984.0,66.18,3,0.036,0.247,132,1696,7,0.92,0,0,
16038,3106.88,21,59750.72,54590.99,72.08,3,0.919,0.182,133,968,4,0.227,0,0,
16039,1698.9,97,32353.3,15465.23,93.94,0,0.831,0.352,27,738,1,0.019,0,0,
16040,2764.47,89,81423.86,39253.06,89.36,1,0.927,0.07,99,1022,0,0.075,0,0,
16041,3469.34,103,46665.5,39853.54,76.99,0,0.648,0.887,128,1708,1,0.245,0,1,11.0
16042,6809.21,6,32325.59,29948.66,94.14,1,0.829,0.327,104,367,3,0.299,0,1,6.0
16043,1467.64,59,40803.28,31944.01,40.52,1,0.18,0.757,180,680,0,0.23,0,1,28.0
16044,2415.71,23,21433.11,10098.09,26.68,4,0.603,0.869,114,2161,3,0.286,1,0,
16045,3089.79,73,32428.88,18951.36,85.77,2,0.143,0.672,86,2236,5,0.48,0,0,
16046,5065.17,100,33215.36,28729.99,95.77,0,0.668,0.499,130,1499,4,0.849,1,0,
16047,1441.2,118,39999.76,23523.23,96.69,3,0.441,0.527,60,2194,0,0.575,0,0,
16048,1039.76,163,31375.65,26310.02,99.75,3,0.746,0.059,41,2483,3,0.655,0,1,8.0
16049,5111.11,140,45849.45,40845.27,91.66,4,0.881,0.507,20,544,0,0.901,1,0,
16050,885.05,157,16255.91,6429.38,22.57,1,0.044,0.284,172,2333,1,0.835,1,0,
16051,8333.04,67,63092.16,22254.1,57.67,2,0.458,0.896,165,463,1,0.559,0,0,
16052,2631.37,61,35919.37,16199.46,20.41,1,0.376,0.005,29,1036,0,0.366,0,1,15.0
16053,864.35,61,53200.99,21916.69,98.41,3,0.049,0.248,46,2000,4,0.626,1,0,
16054,2029.74,118,61121.77,37888.61,61.16,2,0.189,0.875,108,1474,2,0.421,0,1,5.0
16055,4037.17,30,39826.67,33549.83,70.56,0,0.242,0.926,92,413,1,0.434,0,0,
16056,1946.6,27,56025.6,31064.23,91.94,0,0.86,0.296,178,1212,6,0.776,0,0,
16057,3029.11,124,43466.12,19641.6,53.28,1,0.111,0.904,69,2184,5,0.824,0,0,
16058,5388.72,30,42568.08,22197.07,68.05,3,0.48,0.365,141,2335,7,0.285,0,0,
16059,2535.76,100,28442.09,15876.32,45.05,1,0.241,0.725,32,496,1,0.005,0,0,
16060,1408.6,151,66438.65,40035.68,48.17,3,0.834,0.32,167,780,3,0.001,0,0,
16061,2346.81,37,38355.27,20486.52,66.71,1,0.243,0.209,64,1799,2,0.152,0,0,
16062,9245.31,154,72946.08,41731.47,61.81,2,0.31,0.207,84,358,2,0.645,0,0,
16063,11476.44,164,20785.26,11697.1,66.04,4,0.78,0.914,20,377,1,0.501,0,1,30.0
16064,592.33,63,26990.46,10857.04,37.26,1,0.816,0.194,167,632,0,0.949,0,1,2.0
16065,7135.39,165,20927.14,17094.94,89.15,1,0.201,0.082,69,2233,6,0.678,1,0,
